id,transaction_time,card_token,merchant_address_country,cost_region,transaction_type,transaction_cost_type,transaction_personal_details_input,transaction_card_ownership_proof_method,state,decline_reason,amount_currency,amount_value,billing_amount_currency,billing_amount_value,interchange_currency,inter_change_fee,merchant_name,category
62317,2018-03-09 15:31:16,ce45830b-c079-495e-b161-4379a2098124,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,GBP,8.39,GBP,8.39,GBP,0.02,PAYPAL *SPOTIFY,RMiscellaneousAndSpecial
62344,2018-03-09 15:41:10,6fc2a097-de37-461a-abc8-d855e86db62b,FR,Inter,POS_PURCHASE,POS/ECOM,STRIPE,NONE,SUCCESS,,EUR,2.00,EUR,2.00,EUR,0.00,APRR,BridgeAndRoadFeesTolls
62382,2018-03-09 15:58:16,60655f4f-236e-4931-b282-8be435040bdd,UN,Intra,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,USD,43.50,USD,43.50,USD,-0.75,1001 FILBERT ST,ZMemberFinancialInstitut
62402,2018-03-09 16:06:09,ad4e159f-0de7-4185-a8a5-3aa128656bb3,SG,Intra,POS_PURCHASE,POS/ECOM,UNKNOWN,NONE,FAIL,UNEXPECTED_ERROR,SGD,23.55,,,,,CUBA LIBRE,BarsCocktailLoungesDiscothe
62404,2018-03-09 16:06:33,ad4e159f-0de7-4185-a8a5-3aa128656bb3,SG,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,SGD,23.55,GBP,12.99,GBP,0.14,CUBA LIBRE,BarsCocktailLoungesDiscothe
62410,2018-03-09 16:09:26,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,11.70,GBP,11.70,GBP,0.02,LA SALLE TERMINAL,EatingPlacesRestaurants
62413,2018-03-09 16:10:39,2fb13cb3-825b-4526-a68a-c329e662da7c,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,FAIL,INCORRECT_CVV,GBP,0.00,,,,,UberBV,Limousines
62414,2018-03-09 16:10:40,2fb13cb3-825b-4526-a68a-c329e662da7c,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,FAIL,INCORRECT_CVV,GBP,1.00,,,,,UberBV,Limousines
62422,2018-03-09 16:14:08,2fb13cb3-825b-4526-a68a-c329e662da7c,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,100.00,EUR,100.00,EUR,0.20,Revolut*0979*,RFinancialInstitutionsMe
62431,2018-03-09 16:16:35,4ccc31f2-84d4-4d87-b027-46bcba61b6e1,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,4.35,GBP,4.35,GBP,0.01,MILLSTREAM (HITCHI,BarsCocktailLoungesDiscothe
62433,2018-03-09 16:17:05,bdbeea0e-4fbd-47a9-8478-00e8b7dc8085,FI,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,55.45,EUR,55.45,EUR,0.11,Megastar,CruiseLines
62442,2018-03-09 16:20:29,2e267af2-f09a-49e9-abf0-48fb83a44265,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,1.99,GBP,1.99,GBP,0.00,LIBERTY BOUNDS,EatingPlacesRestaurants
62472,2018-03-09 16:32:03,4ccc31f2-84d4-4d87-b027-46bcba61b6e1,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,4.35,GBP,4.35,GBP,0.01,MILLSTREAM (HITCHI,BarsCocktailLoungesDiscothe
62482,2018-03-09 16:37:44,9d528850-1015-47e1-828d-de4ffbf99d0f,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,FAIL,PAYMENT_METHOD_DAILY_LIMIT_EXCEEDED,GBP,476.10,,,,,SHERBURN AERO CLUB LTD,RecreationServicesNotElsewher
62496,2018-03-09 16:45:01,cb3aa66f-cc7b-4c13-b7cd-91e2d4d24824,BR,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,BRL,52.37,GBP,11.70,GBP,0.13,W ONE RESTAURANTE LTDA,EatingPlacesRestaurants
62501,2018-03-09 16:46:39,cb3aa66f-cc7b-4c13-b7cd-91e2d4d24824,BR,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,BRL,40.00,GBP,8.93,GBP,0.10,W ONE RESTAURANTE LTDA,EatingPlacesRestaurants
62510,2018-03-09 16:48:57,7c8b79e0-ac54-4f0e-9718-f503b07d6dbd,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,18.49,GBP,18.49,GBP,0.04,WH SMITH TRAVEL,NewsDealersAndNewsstands
62514,2018-03-09 16:50:49,ad4e159f-0de7-4185-a8a5-3aa128656bb3,SG,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,SGD,22.35,GBP,12.33,GBP,0.14,CUBA LIBRE,BarsCocktailLoungesDiscothe
62529,2018-03-09 17:01:17,495d1a72-e77c-4c1a-8275-320b51638ed9,CZ,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,CZK,270.00,GBP,9.47,GBP,0.02,Nanu-Nana obchod. spot,CardGiftNoveltyAndSouveni
62543,2018-03-09 17:05:53,70e2e41a-cbc9-4a4c-9cd0-6dfbf8017b46,ES,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,4.20,EUR,4.20,EUR,0.01,RENFE,PassengerRailways
62559,2018-03-09 17:14:48,7c8b79e0-ac54-4f0e-9718-f503b07d6dbd,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,32.45,GBP,32.45,GBP,0.06,WORLD DUTY FREE HEATHR,DutyFreeStores
62578,2018-03-09 17:22:16,70e2e41a-cbc9-4a4c-9cd0-6dfbf8017b46,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,EUR,1.30,EUR,1.30,EUR,0.00,AB SERVICIOS SELECTA E,MiscellaneousFoodStoresConven
62580,2018-03-09 17:23:05,70e2e41a-cbc9-4a4c-9cd0-6dfbf8017b46,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,EUR,1.20,EUR,1.20,EUR,0.00,AB SERVICIOS SELECTA E,MiscellaneousFoodStoresConven
62587,2018-03-09 17:26:44,4cdf260b-1ecc-4802-9d8f-6e131deeaa8d,SE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,SEK,133.12,GBP,11.69,GBP,0.02,LIDL 254 / STHLM AKALL,MiscellaneousFoodStoresConven
62591,2018-03-09 17:30:18,7c8b79e0-ac54-4f0e-9718-f503b07d6dbd,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,GBP,9.05,GBP,9.05,GBP,0.02,HMSHOST HEATHROW AIRPO,EatingPlacesRestaurants
62598,2018-03-09 17:36:41,50d93db7-122e-4212-94dd-25a8fd4d0601,FR,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,14.60,EUR,14.60,EUR,0.03,RELAY 373894PX,BookStores
62640,2018-03-09 17:53:11,4b016fd2-cb84-433e-90e6-4a6135dacb2f,ES,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,EUR,120.00,EUR,120.00,EUR,-0.64,BANCO POPULAR,ZMemberFinancialInstitut
62647,2018-03-09 17:56:39,adb3c184-33e3-4a47-8493-78cc117a9c85,SE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,SEK,106.00,GBP,9.31,GBP,0.02,MAX JONKOPING 2,EatingPlacesRestaurants
62676,2018-03-09 18:07:56,b3633b50-b807-49f8-bf5d-3ceddb6922a3,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,"3,160.00",GBP,9.07,GBP,0.02,CINEMA CITY ARE'NA,MotionPictureTheaters
62693,2018-03-09 18:14:34,6650ebbe-5a09-422e-994f-4d61418f4523,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,,GBP,20.37,GBP,20.37,GBP,0.04,UBER BV,Limousines
62697,2018-03-09 18:15:18,8c0b0603-12a6-47b5-82fa-3ffa87a0b88c,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,18.49,GBP,18.49,GBP,0.04,ASDA STORES 4248,GroceryStoresSupermarkets
62754,2018-03-09 18:34:40,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,DE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,EUR,10.40,EUR,10.40,EUR,0.02,PERFECT DAY,EatingPlacesRestaurants
62755,2018-03-09 18:34:45,9b329e03-eb1d-4194-a672-f708a44742c4,SK,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,FAIL,INCORRECT_PIN,EUR,33.15,,,,,HOTEL PERUGIA,LodgingHotelsMotelsResorts
62756,2018-03-09 18:34:55,9b329e03-eb1d-4194-a672-f708a44742c4,SK,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,33.15,EUR,33.15,EUR,0.07,HOTEL PERUGIA,LodgingHotelsMotelsResorts
62817,2018-03-09 19:00:07,e6af604f-973f-416d-86c9-5521425d2de4,GB,Domestic,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,GBP,20.00,GBP,20.00,GBP,-0.16,LONDON KINGS CROSS,ZMemberFinancialInstitut
62825,2018-03-09 19:04:43,8e1b60ce-e717-40d0-b9ce-81209b2ddcf4,IT,Inter,POS_PURCHASE,POS/ECOM,CHIP,NONE,SUCCESS,,EUR,4.80,EUR,4.80,EUR,0.01,A11 FIRENZE OVEST,BridgeAndRoadFeesTolls
62834,2018-03-09 19:08:20,ff3ac9f4-7aa2-4d05-bbf8-b838432f8a3b,BE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,13.60,EUR,13.60,EUR,0.03,TERMINAL B WELCOM,CardGiftNoveltyAndSouveni
62870,2018-03-09 19:25:21,3a971774-4fbc-4b2f-b28b-4b7f52dadc91,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,7.39,EUR,7.39,EUR,0.01,UBER QZTC7 HELP.UBER.C,Limousines
62884,2018-03-09 19:29:54,2c016bf2-3724-4641-b5e6-d31c356af1f7,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,ZAR,34.00,GBP,2.08,GBP,0.00,UBER TRIP QNINJ HELP.U,Limousines
62891,2018-03-09 19:34:57,596772ba-9598-44b9-9ad1-4d9992630ac6,IT,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,30.00,EUR,30.00,EUR,0.06,LANZILLOTTI TABACCHERI,AmusementParksCarnivalsCirc
62904,2018-03-09 19:41:17,9d528850-1015-47e1-828d-de4ffbf99d0f,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,11.50,GBP,11.50,GBP,0.02,KSP SUPERSTORE LTD,PackageStoresBeerWineLiqu
62940,2018-03-09 19:55:21,72c0365b-9228-4e3e-83c4-ffbf0e3203de,UN,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,USD,196.09,USD,196.09,USD,2.16,SAMSONITE FCTRY OTLT 2,LeatherGoodsAndLuggageStores
62960,2018-03-09 20:05:42,3bd73743-984c-4a11-9e23-eeeb0f227059,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,10.50,GBP,10.50,GBP,0.02,TESCO STORES 6013,GroceryStoresSupermarkets
62987,2018-03-09 20:24:04,6ab8559d-98a4-402d-9409-c3049dcee75d,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,1.70,EUR,1.70,EUR,0.00,LOKAAL SADE,BarsCocktailLoungesDiscothe
62995,2018-03-09 20:27:50,72c0365b-9228-4e3e-83c4-ffbf0e3203de,UN,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,USD,65.17,USD,65.17,USD,0.72,TOMMY HILFIGER #058,MenSAndBoysClothingAndAcc
63032,2018-03-09 20:49:04,5e7eacee-f47a-4aff-9602-f7bf61ed7dba,LU,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,USD,21.17,USD,21.17,USD,0.04,AliExpress,DepartmentStores
63049,2018-03-09 20:59:17,7c8b79e0-ac54-4f0e-9718-f503b07d6dbd,DK,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,DKK,38.00,GBP,4.55,GBP,0.01,JOE  THE JUICE  Airpor,EatingPlacesRestaurants
63052,2018-03-09 21:02:16,ed39695c-a026-42ce-865d-8062a56ec18b,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,16.63,GBP,16.63,GBP,0.03,TESCO STORES 5508,GroceryStoresSupermarkets
63121,2018-03-09 22:05:01,2c016bf2-3724-4641-b5e6-d31c356af1f7,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,ZAR,33.00,GBP,2.02,GBP,0.00,UBER TRIP WVJVT HELP.U,Limousines
63125,2018-03-09 22:06:43,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,7.35,EUR,7.35,EUR,0.01,TAKSO/MIHHAIL VOROSTKO,Limousines
63133,2018-03-09 22:12:24,b1fb0a86-51ab-460f-bfac-4236c5517fd1,GB,Domestic,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,GBP,50.00,GBP,50.00,GBP,-0.20,STRATFORD UG STATION,ZMemberFinancialInstitut
63146,2018-03-09 22:21:56,ab3e969b-0671-4315-9995-1216c069a059,IT,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,50.00,EUR,50.00,EUR,0.10,MANICO SRL,EatingPlacesRestaurants
63148,2018-03-09 22:22:54,3a72aa1c-ae55-4b9c-9d57-54dbfe3d6b11,SI,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,9.60,EUR,9.60,EUR,0.02,PICERIJA TOTALKA,FastFoodRestaurants
63151,2018-03-09 22:28:53,60655f4f-236e-4931-b282-8be435040bdd,UN,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,USD,5.93,USD,5.93,USD,0.07,GIANT 6072,GroceryStoresSupermarkets
63157,2018-03-09 22:32:18,d85a9663-34aa-4702-8f5a-fb871190d91c,UN,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,USD,18.00,USD,18.00,USD,0.20,HYATT HOUSE FC F&B,EatingPlacesRestaurants
63159,2018-03-09 22:35:45,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,10.00,EUR,10.00,EUR,0.02,BOWLINGUKLUBI KUULSAAL,BowlingAlleys
63186,2018-03-09 23:06:15,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,FAIL,INCORRECT_PIN,EUR,40.00,,,,,SEB Aia 3       Passaz,ZMemberFinancialInstitut
63188,2018-03-09 23:06:33,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,EUR,40.00,EUR,40.00,EUR,-0.55,SEB Aia 3       Passaz,ZMemberFinancialInstitut
63194,2018-03-09 23:08:17,6999b0a8-cf99-450a-bc12-6be9591854ef,DE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,55.80,EUR,55.80,EUR,0.11,Flixbus,BusLines
63202,2018-03-09 23:15:48,d8a2b2a7-60ca-404c-adc6-f4784a07a73e,IT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,94.00,EUR,94.00,EUR,0.19,SUSHI HAMA RISTORANTE,EatingPlacesRestaurants
63231,2018-03-09 23:38:07,9d528850-1015-47e1-828d-de4ffbf99d0f,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,6.45,GBP,6.45,GBP,0.01,BLUE POSTS,BarsCocktailLoungesDiscothe
63238,2018-03-09 23:47:14,2e267af2-f09a-49e9-abf0-48fb83a44265,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,12.00,GBP,12.00,GBP,0.02,The Castle,BarsCocktailLoungesDiscothe
63241,2018-03-09 23:56:07,2e267af2-f09a-49e9-abf0-48fb83a44265,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,3.00,GBP,3.00,GBP,0.01,The Castle,BarsCocktailLoungesDiscothe
63256,2018-03-10 0:26:35,9d528850-1015-47e1-828d-de4ffbf99d0f,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,6.00,GBP,6.00,GBP,0.01,AINT NOTHIN BUT LTD,EatingPlacesRestaurants
63265,2018-03-10 0:34:30,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,19.00,EUR,19.00,EUR,0.04,HORECA GRUPP OU,EatingPlacesRestaurants
63288,2018-03-10 1:07:28,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,43.00,EUR,43.00,EUR,0.09,HORECA GRUPP OU,EatingPlacesRestaurants
63298,2018-03-10 1:30:52,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,7.00,EUR,7.00,EUR,0.01,HORECA GRUPP OU,EatingPlacesRestaurants
63317,2018-03-10 2:15:48,9d528850-1015-47e1-828d-de4ffbf99d0f,GB,Domestic,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,GBP,100.00,GBP,100.00,GBP,-0.16,69 OLD STREET,ZMemberFinancialInstitut
63323,2018-03-10 2:39:26,d85a9663-34aa-4702-8f5a-fb871190d91c,UN,Intra,POS_PURCHASE,POS/ECOM,STRIPE,NONE,SUCCESS,,USD,15.00,USD,15.00,USD,0.17,Lost Dog Cafe,EatingPlacesRestaurants
63328,2018-03-10 2:48:14,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,14.60,EUR,14.60,EUR,0.03,BAILA.SAUNA 1,BarsCocktailLoungesDiscothe
63336,2018-03-10 3:08:43,8c0b0603-12a6-47b5-82fa-3ffa87a0b88c,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,GBP,4.80,GBP,4.80,GBP,0.01,TfL Travel Charge,TransportationSuburbanAndLoca
63338,2018-03-10 3:09:11,2e267af2-f09a-49e9-abf0-48fb83a44265,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,GBP,3.90,GBP,3.90,GBP,0.01,TfL Travel Charge,TransportationSuburbanAndLoca
63348,2018-03-10 3:21:17,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,FAIL,INSUFFICIENT_FUNDS,EUR,14.60,,,,,BAILA.SAUNA 1,BarsCocktailLoungesDiscothe
63354,2018-03-10 3:39:01,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,7.50,EUR,7.50,EUR,0.02,BAILA.SAUNA 1,BarsCocktailLoungesDiscothe
63378,2018-03-10 4:29:16,bb27247a-c566-4716-bd23-45cdab5bb0ec,CN,Intra,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,CNY,"1,000.00",GBP,114.07,GBP,-0.90,016.174.009.231,ZMemberFinancialInstitut
63423,2018-03-10 5:43:38,9d528850-1015-47e1-828d-de4ffbf99d0f,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,GBP,8.00,GBP,8.00,GBP,0.02,IZ *The Dot Bar,EatingPlacesRestaurants
63442,2018-03-10 6:23:45,26126009-f99e-444a-9383-62d5d88eef32,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,PLN,79.80,PLN,79.80,PLN,0.16,PKP Intercity 14,PassengerRailways
63473,2018-03-10 7:25:25,9f64f4b4-fb49-4e0a-aa1e-898d4acac3f2,UN,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,USD,44.99,USD,44.99,USD,0.72,EPOCH.COM   *MULTIMEDI,DirectMarketingInboundTelemar
63517,2018-03-10 8:11:10,2fb13cb3-825b-4526-a68a-c329e662da7c,SG,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,SGD,3.45,GBP,1.90,GBP,0.02,COLD STORAGE SPECIAL@,GroceryStoresSupermarkets
63540,2018-03-10 8:36:50,991b1fff-64c7-4985-96e5-ebb715efbda9,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,690.00,GBP,1.98,GBP,0.00,KFC PIARIST,EatingPlacesRestaurants
63560,2018-03-10 8:52:30,e6af604f-973f-416d-86c9-5521425d2de4,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,2.70,GBP,2.70,GBP,0.01,COSTA COFFEE,FastFoodRestaurants
63564,2018-03-10 8:53:26,6e0b9627-4d64-44cf-a133-41415f831713,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,FAIL,INSUFFICIENT_FUNDS,GBP,2.15,,,,,SAINSBURYS 2078,GroceryStoresSupermarkets
63584,2018-03-10 9:04:23,991b1fff-64c7-4985-96e5-ebb715efbda9,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,516.00,GBP,1.48,GBP,0.00,CBA PRI'MA FERENCIEK T,GroceryStoresSupermarkets
63601,2018-03-10 9:17:16,f7334744-4b28-49a5-bc85-4cad290c20a6,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,4.62,GBP,4.62,GBP,0.01,DIS COMBUSTIBLES LA PA,ServiceStationsWithOrWithou
63608,2018-03-10 9:23:25,7e1c9102-6f53-44e7-a366-291954292d7a,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,FAIL,INCORRECT_CVV,GBP,1.00,,,,,GOOGLE *SERVICES,ComputerSoftwareStores
63617,2018-03-10 9:28:18,4e925a39-e1f2-4596-8de6-6fd298417775,NL,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,EUR,100.00,EUR,100.00,EUR,-0.62,ABN AMRO,ZMemberFinancialInstitut
63639,2018-03-10 9:44:12,cd849abc-d49e-4dc6-8d6e-5aeb7c69bc11,HU,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,HUF,490.00,GBP,1.41,GBP,0.00,OMV 2135/,ServiceStationsWithOrWithou
63641,2018-03-10 9:46:05,3a971774-4fbc-4b2f-b28b-4b7f52dadc91,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,5.84,EUR,5.84,EUR,0.01,UBER O25FR HELP.UBER.C,Limousines
63655,2018-03-10 9:52:20,e96e21b7-c41b-408b-a1ad-a868ba6d7bd1,CH,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,CHF,240.00,CHF,240.00,CHF,-0.88,SZKB ROTHENTHURM,ZMemberFinancialInstitut
63657,2018-03-10 9:53:15,976ae12b-1efe-42f7-a3e9-556d1ea6c96a,DE,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,EUR,200.00,EUR,200.00,EUR,-0.74,FRANKFURTER SPARKASSE,ZMemberFinancialInstitut
63673,2018-03-10 10:02:59,63f07569-e572-4cf2-9895-9b3460c2e6d0,IT,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,23.15,EUR,23.15,EUR,0.05,STAZIONE MONDONAUTICA,ServiceStationsWithOrWithou
63674,2018-03-10 10:03:02,e6af604f-973f-416d-86c9-5521425d2de4,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,GBP,2.50,GBP,2.50,GBP,0.01,IZ *HESKETH & HART LIM,EatingPlacesRestaurants
63676,2018-03-10 10:04:59,15ddb995-f0c8-45da-ab82-b42fea20d5e8,IT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,70.45,EUR,70.45,EUR,0.14,ESSELUNGA MASACCIO,GroceryStoresSupermarkets
63678,2018-03-10 10:05:47,8e1b60ce-e717-40d0-b9ce-81209b2ddcf4,IT,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,22.26,EUR,22.26,EUR,0.04,BEYFIN,ServiceStationsWithOrWithou
63679,2018-03-10 10:05:48,3a971774-4fbc-4b2f-b28b-4b7f52dadc91,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,5.02,EUR,5.02,EUR,0.01,UBER 6HA7O HELP.UBER.C,Limousines
63680,2018-03-10 10:06:10,b4768fda-adf4-40cd-b125-6b4d7e2c09ed,PT,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,EUR,70.00,EUR,70.00,EUR,-0.58,Rua do Corpo Santo 30,ZMemberFinancialInstitut
63698,2018-03-10 10:13:34,9b329e03-eb1d-4194-a672-f708a44742c4,SK,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,28.00,EUR,28.00,EUR,0.06,ZSSK. A.S.,PassengerRailways
63701,2018-03-10 10:15:45,6fc2a097-de37-461a-abc8-d855e86db62b,FR,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,26.80,EUR,26.80,EUR,0.05,LA CAPITALE,HomeSupplyWarehouseStores
63709,2018-03-10 10:18:23,10b655f7-290b-4592-9fa9-d74843244901,DE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,29.05,EUR,29.05,EUR,0.06,CAFE HEINEMANN 4305,EatingPlacesRestaurants
63729,2018-03-10 10:32:00,26126009-f99e-444a-9383-62d5d88eef32,PL,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,PLN,100.00,PLN,100.00,PLN,-2.22,03541 0095N5887C,ZMemberFinancialInstitut
